,TARGET,SK_ID_CURR,POS_SK_DPD_DEF_SUM,CC_DRAWING_LIMIT_RATIO_MAX,INSTAL_PAYMENT_RATIO_MEAN,POS_REMAINING_INSTALMENTS,CC_LAST_AMT_BALANCE_MEAN,CC_PAYMENT_DIV_MIN_MIN,CC_LATE_PAYMENT_VAR,NEW_DOC_KURT,PREV_SK_ID_PREV_NUNIQUE,EMERGENCYSTATE_MODE_nan,REFUSED_AMT_GOODS_PRICE_MAX,ORGANIZATION_TYPE_Industry_type_5,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,CC_CNT_DRAWINGS_POS_CURRENT_SUM,APPROVED_AMT_GOODS_PRICE_MAX,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,APPROVED_AMT_ANNUITY_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,BURO_AMT_CREDIT_SUM_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,ACTIVE_DAYS_CREDIT_VAR,ACTIVE_MONTHS_BALANCE_MAX_MAX,NAME_EDUCATION_TYPE_Higher_education,CC_CNT_DRAWINGS_POS_CURRENT_VAR,PREV_APP_CREDIT_PERC_MIN,REGION_RATING_CLIENT_W_CITY,NAME_HOUSING_TYPE_House_apartment,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MEAN,ANNUITY_INCOME_PERC,ORGANIZATION_TYPE_Services,FLAG_DOCUMENT_8,WALLSMATERIAL_MODE_Panel,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Military,LIVINGAPARTMENTS_AVG,APARTMENTS_AVG,ELEVATORS_AVG,ORGANIZATION_TYPE_School,INSTAL_DPD_MEAN,FLOORSMIN_AVG,INSTAL_DBD_SUM,DAYS_BIRTH,INSTAL_DPD_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,OCCUPATION_TYPE_High_skill_tech_staff,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,POS_SK_DPD_DEF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_SUM,PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,CC_CNT_DRAWINGS_POS_CURRENT_MIN,ACTIVE_AMT_CREDIT_SUM_MEAN,OCCUPATION_TYPE_Private_service_staff,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,BURO_AMT_CREDIT_SUM_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,INSTAL_AMT_PAYMENT_SUM,PREV_NAME_PRODUCT_TYPE_nan_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,OCCUPATION_TYPE_HR_staff,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,CC_AMT_DRAWINGS_POS_CURRENT_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,FLOORSMAX_MODE,ELEVATORS_MEDI,CODE_GENDER,INSTAL_DBD_MEAN,ORGANIZATION_TYPE_Advertising,EXT_SOURCE_3,FLAG_DOCUMENT_20,OCCUPATION_TYPE_Managers,FLAG_OWN_REALTY,EMERGENCYSTATE_MODE_Yes,POS_COUNT,LIVINGAREA_MODE,YEARS_BUILD_MEDI,AMT_CREDIT,INCOME_PER_PERSON,EMERGENCYSTATE_MODE_No,ORGANIZATION_TYPE_Police,FLAG_WORK_PHONE,LANDAREA_MEDI,COMMONAREA_AVG,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Telecom,NONLIVINGAPARTMENTS_AVG,WALLSMATERIAL_MODE_Block,ORGANIZATION_TYPE_Housing,FLAG_CONT_MOBILE,FLAG_EMAIL,WALLSMATERIAL_MODE_Monolithic,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLOORSMAX_MEDI,ORGANIZATION_TYPE_Electricity,REGION_RATING_CLIENT,YEARS_BUILD_MODE,DAYS_ID_PUBLISH,TOTALAREA_MODE,WALLSMATERIAL_MODE_Mixed,EXT_SOURCE_1,FLAG_DOCUMENT_16,YEARS_BEGINEXPLUATATION_MODE,INSTAL_COUNT,ORGANIZATION_TYPE_Realtor,FLAG_DOCUMENT_6,COMMONAREA_MODE,FLAG_DOCUMENT_3,FLOORSMAX_AVG,OCCUPATION_TYPE_Laborers,APARTMENTS_MODE,ORGANIZATION_TYPE_Security,AMT_INCOME_TOTAL,ENTRANCES_AVG,PAYMENT_RATE,FLAG_DOCUMENT_17,FLAG_OWN_CAR,FLOORSMIN_MODE,FLOORSMIN_MEDI,FLAG_DOCUMENT_19,ORGANIZATION_TYPE_Mobile,INSTAL_DBD_MAX,LANDAREA_MODE,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,LIVINGAREA_AVG,ORGANIZATION_TYPE_Postal,BASEMENTAREA_AVG,ORGANIZATION_TYPE_Insurance,OCCUPATION_TYPE_Accountants,BURO_CREDIT_TYPE_Microloan_MEAN,NONLIVINGAREA_MEDI,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,FONDKAPREMONT_MODE_nan,INS_24M_AMT_BALANCE_MAX,ORGANIZATION_TYPE_Agriculture,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,PREV_NAME_TYPE_SUITE_Other_B_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,NONLIVINGAREA_AVG,FLAG_DOCUMENT_11,CC_CNT_DRAWINGS_CURRENT_MIN,EXT_SOURCE_2,NONLIVINGAREA_MODE,AMT_ANNUITY,BURO_CREDIT_TYPE_Mortgage_MEAN,AMT_GOODS_PRICE,APPROVED_CNT_PAYMENT_MEAN,FLAG_DOCUMENT_7,FLAG_DOCUMENT_18,NONLIVINGAPARTMENTS_MEDI,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ORGANIZATION_TYPE_Construction,INSTAL_AMT_PAYMENT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN
198577,0,330242,0.0,,1.0,0.0,,,,20.0,1.0,1,,0,,,96255.0,0.0,12994.065,1.0,0.0,436500.0,,,,0,,0.9097,2,1,,-1466.0,0.654,0,0,0,0,0,,,,0,0.0,,181.0,-22349,0.0,386982.0,0,,1384.0,,0.0,,0.0,1384.0,0.0,436500.0,0.0,0.909903011740684,12992.115,-65.0,-1115.0,0.0,,436500.0,0,,436500.0,,,155905.38,0.0,,0,0.0,0.0,,,,,1,15.086,0,0.553,0,0,0,0,13.0,,,700830.0,17392.5,0,0,0,,,0,0,0,,0,0,1,0,0,0.03134,0,0,,0,2,,-4090,,0,,0,,12.0,0,1,,0,,0,,0,34785.0,,0.03244,0,0,,,0,0,19.0,,,0.04962,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.1674,,22738.5,0.0,585000.0,12.0,0,0,,,0,12970.665,386982.0
191593,1,322161,4.0,,1.0,24.0,,,,20.0,4.0,1,45000.0,0,,,248814.0,0.25,12756.375,0.5,0.25,343395.0,,,,0,,0.8257,2,1,0.0,-891.0,0.1399,0,0,0,0,0,,,,0,0.4866,,320.0,-13593,4.0,9720.0,0,,-396.0,,0.0,,0.1,-396.0,6300.0,380155.5,0.0,0.8956935984649734,10917.692,-670.0,-84.0,1.0,,343395.0,0,,190077.75,,,403954.6,0.0,,0,0.0,0.0,,8875.755,,,0,8.65,0,,0,0,0,0,40.0,,,808650.0,112500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.003819,0,0,,0,2,,-4896,,0,0.213,0,,37.0,0,0,,1,,0,,0,225000.0,,0.0389,0,1,,,0,0,38.0,,0.1559,0.2783,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.1722,,31464.0,0.0,675000.0,20.67,0,0,,11070.0,0,6978.105,4860.0
182830,0,311911,0.0,,1.0,0.0,,,,0.0,2.0,0,,0,,,131827.5,0.0,8132.445,1.0,0.0,6307281.0,,225981.3,,0,,0.742,1,1,,-1116.0,0.035,0,0,1,0,0,0.1631,0.233,0.32,0,0.0,0.2917,761.0,-16740,0.0,5933079.0,0,,955.5,,0.0,,0.0,-163.0,0.0,8921169.0,0.0,0.8710858329955411,7846.7065,-25.6,-131.0,1.0,,1784233.8,0,,1784233.8,,,337408.38,0.0,,0,0.0,0.0,,,0.2917,0.32,1,17.7,0,0.4473,0,0,0,0,45.0,0.243,0.9663,157500.0,112500.0,1,0,1,,0.0669,0,0,0,0.1236,0,0,1,0,0,0.01166,0,0,0.2917,0,1,0.9673,-285,0.2512,0,,0,0.9976,43.0,0,0,0.0675,0,0.2917,1,0.2374,0,225000.0,0.276,0.05,0,0,0.2917,0.2917,0,0,51.0,,0.1859,1.429,0.2333,0,0.1652,0,0,0.0,0.1461,2.0,0,,0,,,0.0,,,0.1431,0,,0.5225,0.1515,7875.0,0.0,157500.0,24.0,0,0,0.1242,,0,5984.595,1444310.1
206743,0,339636,0.0,,1.0,0.0,,,,20.0,4.0,0,,0,,,67180.5,0.75,8127.99,,0.0,,,,,0,,1.005,3,1,,-501.2,0.1902,0,0,1,0,0,,0.0619,0.0,0,0.2778,,344.0,-9376,5.0,,0,,,,0.0,,0.0,,9382.5,,0.0,1.1220983779412537,9831.827,,-90.0,0.0,,,0,,,,,176972.89,0.0,,0,,0.0,,,0.1667,0.0,0,19.11,0,,0,0,1,0,22.0,0.0525,,450000.0,121500.0,1,0,1,0.0169,,0,0,0,,0,0,1,0,0,0.01804,0,0,0.1667,0,3,,-2054,0.0403,0,0.2229,0,0.976,18.0,0,0,,1,0.1667,1,0.063,0,121500.0,0.138,0.05136,0,0,,,0,0,50.0,0.017,0.03348,0.27,0.0504,0,0.0085,0,0,,0.0033,2.0,1,,0,,,0.0,,,0.0032,0,,0.4097,0.0034,23107.5,,450000.0,12.0,0,0,,,0,212.625,
127854,0,248292,0.0,,1.0,0.0,,,,20.0,5.0,1,,0,,,675000.0,0.0,48206.61,,0.2,,,,,0,,0.9355,2,0,,-986.0,0.175,0,1,0,0,0,,,,0,0.32,,80.0,-18149,2.0,,0,,,,0.0,,0.0,,,,0.0,0.9357688276688126,46204.953,,-265.0,0.0,,,0,,,,,1155123.9,0.0,,0,,0.0,,,,,0,3.2,0,,0,0,1,0,25.0,,,1575000.0,247500.0,0,0,1,,,0,0,0,,0,0,1,0,0,0.03134,0,0,,0,2,,-1682,,0,,0,,25.0,0,0,,0,,1,,0,247500.0,,0.0275,0,1,,,0,0,30.0,,0.012344,0.1571,,0,,0,0,,,1.0,1,,0,,,0.2,,,,0,,0.7266,,43312.5,,1575000.0,24.0,0,0,,,0,4720.68,
154251,0,278776,0.0,,1.0,33.0,,,,0.0,6.0,0,,0,,,450000.0,0.0,21438.766,0.5,0.0,738000.0,,6050.0,,0,,0.9097,2,0,0.0,-1512.0,0.06525,0,0,0,0,0,0.0488,0.0598,0.0,0,0.0,0.2083,1422.0,-18293,0.0,637254.0,0,,684.5,,0.0,,0.0,9.0,0.0,1333903.5,0.0,0.9454386482981086,17958.924,-16.0,-32.0,0.8335,,401175.0,0,,333475.88,,,1059576.5,0.0,,0,0.0,0.0,,0.0,0.1667,0.0,1,24.11,0,0.5264,0,0,1,0,65.0,0.0506,0.678,135000.0,51750.0,1,0,0,,0.0058,0,0,0,0.0,0,0,1,0,0,0.01003,0,0,0.1667,0,2,0.6865,-1793,0.0423,0,,0,0.976,59.0,0,0,0.0058,0,0.1667,0,0.0609,0,103500.0,0.138,0.05,0,0,0.2083,0.2083,0,0,60.0,,,0.7666,0.0486,0,0.0,0,0,0.0,0.0041,2.0,0,,0,,,0.1666,,,0.004,0,,0.5913,0.0043,6750.0,0.0,135000.0,17.33,0,0,0.0,0.0,0,10702.53,161029.12
248144,0,387116,0.0,1.0,inf,0.0,67.95,0.0,0.2234,20.0,2.0,1,,0,185172.25,0.0,47268.0,0.0,4770.765,0.0,0.0,601074.0,17.0,,,0,0.0,0.0,2,1,0.0,-1510.0,0.3247,0,0,0,0,0,,,,0,0.627,,361.0,-17258,12.0,,0,74064630.0,,0.0,0.0,0.0,0.0,,0.0,983943.0,0.0,0.5,3690.9326,,-41.0,0.0,0.0,,0,0.0,140563.28,0.0,0.0,243601.56,0.0,0.1827,0,0.0,0.0,0.0,0.0,,,1,5.387,0,0.7754,0,0,0,0,14.0,,,384048.0,45000.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.01096,0,0,,0,2,,-581,,0,0.5146,0,,67.0,0,0,,1,,0,,0,45000.0,,0.03802,0,0,,,0,0,40.0,,0.05087,0.1172,,0,,0,0,0.0,,3.0,1,69250.37,0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.672,,14607.0,0.0,270000.0,6.0,0,0,,,0,17.775,0.0
35506,0,141128,0.0,,1.0,0.0,,,,20.0,3.0,1,340011.0,0,,,337500.0,0.0,23584.77,0.5,0.3333,941079.44,,89020.8,,1,,0.0,1,1,0.0,-1085.0,0.1531,0,0,0,0,0,,,,0,0.0,,71.0,-18817,0.0,0.0,0,,1229.0,,0.0,,0.0,999.0,54000.0,2321596.2,0.0,0.6732257537521122,23545.012,-501.2,-369.0,0.6665,,243115.89,0,,232159.64,,,565080.3,0.0,,0,0.0,0.0,,0.0,,,1,2.959,0,0.6675,0,0,0,0,25.0,,,562500.0,82500.0,0,0,1,,,0,0,0,,0,0,1,0,0,0.04623,0,0,,0,1,,-1909,,0,0.83,0,,24.0,0,0,,1,,0,,0,247500.0,,0.0673,0,0,,,0,0,10.0,,0.09406,0.44,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.6055,,37872.0,0.0,562500.0,24.0,0,0,,0.0,0,22630.59,-13.3425
19988,0,123314,0.0,,1.0,0.0,,,,20.0,9.0,0,200452.5,0,,,253269.0,0.0,23368.725,0.6,0.0,5400000.0,,44609.332,,0,,1.111,2,1,0.0,-1530.0,0.4429,0,0,0,0,0,0.0538,0.0701,0.0,0,0.0,0.2083,278.0,-13837,0.0,4913163.0,0,,959.5,,0.0,,0.0,-1019.0,25326.0,5735144.0,0.0,1.1111142679935664,18230.023,-466.2,-196.0,0.1111,,1869000.0,0,,1147028.8,,,255220.33,0.0,,0,0.0,0.0,,3272.19,0.1667,0.0,0,19.86,0,0.597,0,0,0,0,16.0,0.0625,0.7046,1125000.0,123750.0,1,0,0,,0.0078,0,0,0,0.0154,0,0,1,0,0,0.03134,0,0,0.1667,0,2,0.7124,-4388,0.0563,0,0.8115,0,0.978,14.0,0,0,0.0079,1,0.1667,0,0.0714,0,247500.0,0.138,0.0974,0,1,0.2083,0.2083,0,0,68.0,,0.0957,0.22,0.06,0,0.0818,0,0,0.0,0.0226,2.0,0,,0,,,0.0,,,0.0221,0,,0.663,0.0234,109597.5,0.2,1125000.0,11.0,0,0,0.0155,0.0,0,1912.32,982631.7
80286,0,193082,0.0,,0.7272727272727273,53.0,0.0,,0.0,0.0,8.0,0,,0,0.0,0.0,1350000.0,0.125,40783.996,0.2856,0.125,382977.0,0.0,1104.5,,1,,0.634,2,0,0.0,-870.0,0.05,0,0,1,0,0,,0.0825,0.0,0,0.0,,186.0,-17884,0.0,251352.0,0,,1574.0,,0.0,,0.0,0.0,2700.0,1352209.5,0.0,0.8954428550825454,50105.652,-7.0,-37.0,0.5,,222491.25,0,,193172.78,,0.0,1102324.4,0.0,,0,0.0,0.0,,0.0,0.1667,0.0,1,8.45,0,0.669,0,0,1,0,19.0,0.0741,,135000.0,67500.0,1,0,0,0.0728,,0,0,0,,0,0,1,0,0,0.01064,0,0,0.1667,0,2,,-1414,0.0559,0,0.7725,0,0.977,22.0,0,0,,0,0.1667,0,0.084,0,135000.0,0.138,0.05,0,0,,,0,0,33.0,0.0732,0.1793,1.0,0.0711,0,0.0652,0,1,0.0,0.0,9.0,1,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.7124,0.0,6750.0,0.0,135000.0,31.5,0,0,,0.0,0,4432.005,37620.0
149040,0,272805,0.0,,1.0,0.0,,,,20.0,14.0,1,2250000.0,0,,,182655.0,0.0,33653.79,0.6665,0.1428,1130062.5,,37264.5,0.0,1,,0.835,2,1,0.0,-503.0,0.1565,0,0,0,0,0,,,,0,0.0,,129.0,-14953,0.0,1064962.2,1,,1244.0,,0.0,,0.0,896.0,0.0,1580062.5,0.0,0.9218527728277915,39235.61,-61.5,-305.0,0.2142,,655031.25,0,,526687.5,,,274649.25,0.0,,0,0.0,0.0714,,4562.6626,,,1,18.42,0,0.5337,0,0,0,0,10.0,,,285723.0,78750.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.02516,0,0,,0,2,,-5316,,0,0.483,0,,7.0,0,0,,1,,0,,0,157500.0,,0.0863,0,0,,,0,0,24.0,,0.03363,0.5513,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.7,,24651.0,0.0,238500.0,5.0,0,0,,9125.325,0,19012.186,601988.1
200335,0,332244,0.0,,1.0,12.0,,,,20.0,5.0,1,,0,,,150750.0,0.2,16597.574,0.0,0.0,315000.0,,,,0,,1.0,3,1,0.0,-1506.0,0.3225,0,0,0,0,0,,,,0,0.0,,243.0,-20496,0.0,,0,,,,0.0,,0.0,,10341.0,376051.5,0.0,1.0212992364837103,11437.403,,-74.0,0.0,,,0,,125350.5,,,354559.5,0.0,,0,0.0,0.0,,,,,1,7.84,0,0.8003,0,0,0,0,37.0,,,1236816.0,56250.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.02025,0,0,,0,3,,-4054,,0,0.738,0,,31.0,0,0,,1,,0,,0,112500.0,,0.02934,0,0,,,0,0,21.0,,0.3508,0.09094,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.446,,36292.5,0.0,1080000.0,9.5,0,0,,,0,3280.05,0.0
304816,0,453163,0.0,,0.9805194805194806,31.0,0.0,,0.0,20.0,13.0,0,,0,0.0,0.0,1138500.0,0.0769,45999.09,0.6665,0.0769,360000.0,0.0,368940.5,,0,,0.92,1,1,0.0,-1092.0,0.05768,0,0,0,0,0,0.0134,0.0165,0.0,0,0.532,0.0833,1168.0,-19677,18.0,288036.0,0,,871.0,,0.0,,0.0,871.0,2475.0,769500.0,0.0,0.9866724615556872,25785.61,-22.5,-17.0,0.3076,,315000.0,0,,256500.0,,0.0,1985492.0,0.0,,0,0.0,0.0,,0.0,0.0417,0.0,1,15.17,0,0.562,0,0,0,0,74.0,0.0163,0.3425,343377.0,54000.0,1,0,0,,0.0024,0,1,0,0.0,0,0,1,0,0,0.04623,0,0,0.0417,0,1,0.3596,-2374,0.0123,0,,0,0.951,77.0,0,0,0.0024,1,0.0417,0,0.0168,0,216000.0,0.1034,0.0363,0,0,0.0833,0.0833,0,0,87.0,,0.03925,0.629,0.0156,0,0.0,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.726,0.0,12460.5,0.0,283500.0,22.0,0,0,0.0,0.0,0,2.07,174765.0
112313,0,230290,0.0,,1.0,14.0,,,,20.0,4.0,1,,0,,,720000.0,0.25,28022.4,0.1428,0.0,87750.0,,,,0,,1.0,3,1,0.0,-1242.0,0.2576,0,0,0,0,0,,,,0,1.264,,518.0,-15733,15.0,80721.0,0,,,,0.0,,0.0,,5049.0,267957.0,0.0,1.125027858257187,18998.559,-31.0,-32.0,0.0,,87750.0,0,,38279.57,,,1006923.56,0.0,,0,0.0,0.0,,3886.47,,,1,9.77,0,0.2314,0,0,1,0,41.0,,,598500.0,22500.0,0,0,1,,,0,0,0,,0,0,1,0,0,0.02025,0,0,,0,3,,-5417,,0,0.5166,0,,53.0,0,0,,1,,1,,0,90000.0,,0.03876,0,0,,,0,0,36.0,,0.0997,0.1504,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.5625,,23188.5,0.0,598500.0,26.0,0,0,,3886.47,0,1.395,11531.571
221627,0,356736,0.0,0.025,1.0,5.0,141201.86,1.065272128607399,0.0,20.0,2.0,0,,0,32298.256,45.0,115146.0,0.0,12829.815,0.75,0.5,278100.0,1.0,1845794.4,0.0,1,22.95,0.9043,2,1,0.0,-244.0,0.09436,1,0,1,0,0,0.1017,0.1247,0.0,0,0.0,0.2083,31.0,-14673,0.0,277222.5,0,723214.3,154.5,0.0,0.0,0.0,0.0,-370.0,0.0,446760.0,0.0,0.9522446094026158,5469.212,-48.0,-3.0,0.0,0.0,118920.0,0,0.0,111690.0,0.0,0.0,142199.5,0.0,0.1428,0,0.0,0.0,0.0,9940.77,0.1667,0.0,1,1.192,0,0.2445,0,0,0,0,8.0,0.1122,0.725,715500.0,90000.0,1,0,0,0.1404,0.0343,0,0,0,0.0039,0,0,1,0,0,0.01452,0,0,0.1667,0,2,0.732,-5017,0.0921,0,,0,0.9795,26.0,0,0,0.0115,1,0.1667,1,0.1208,0,270000.0,0.276,0.0356,0,1,0.2083,0.2083,0,0,11.0,0.1129,0.1263,0.3774,0.1156,0,0.1301,0,0,0.0,0.0005,2.0,0,141201.86,0,0.0,0.0,0.0,0.0,0.0,0.015,0,0.0,0.1427,0.0,25479.0,0.0,715500.0,6.0,0,0,0.0019,14911.155,0,57.24,75282.75
85144,0,198789,0.0,,1.0,13.0,,,,20.0,1.0,0,,0,,,183456.0,0.0,9148.95,0.5,0.0,1223383.5,,,-36.0,1,,1.0,3,1,0.0,-390.0,0.2126,0,0,1,0,0,0.1849,0.0928,0.0,0,0.0,0.2083,187.0,-20011,0.0,103302.0,0,,77.0,,0.0,,0.0,77.0,0.0,1307475.0,0.0,1.0,9148.95,-6.0,-43.0,0.0,,1223383.5,0,,653737.5,,,109787.4,0.0,,0,0.0,0.0,,,0.1667,0.0,1,15.586,0,0.785,0,0,0,0,12.0,0.0561,0.7314,247275.0,45000.0,1,0,0,0.0654,0.012,0,0,0,1.0,0,0,1,0,0,0.006294,0,0,0.1667,0,3,0.739,-3062,0.0703,0,0.733,0,0.98,12.0,0,0,0.0121,1,0.1667,0,0.0945,0,90000.0,0.2069,0.0774,0,0,0.2083,0.2083,0,0,22.0,0.043,0.415,0.364,0.0571,0,0.0985,0,0,0.0,0.1007,1.0,0,,0,,,0.0,,,0.0987,0,,0.3982,0.1042,19134.0,0.0,225000.0,24.0,0,0,1.0,,0,9148.95,51651.0
192942,1,323755,0.0,,1.0,0.0,,,,20.0,3.0,1,,0,,,112455.0,0.3333,11195.01,0.0,0.0,54216.0,,,,0,,1.0,2,1,0.0,-712.0,0.0787,0,1,0,0,0,,,,0,1.643,,265.0,-8632,30.0,,0,,,,0.0,,0.0,,22491.0,54216.0,0.0,1.0772545268009095,6922.306,,-176.0,0.3333,,,0,,54216.0,,,290736.84,0.0,,0,0.0,0.0,,0.0,,,0,6.31,0,0.7407,0,0,0,0,39.0,,,67500.0,103500.0,0,0,1,,,0,0,0,,0,0,1,0,0,0.0191,0,0,,0,2,,-1243,,0,0.09686,0,,42.0,0,0,,0,,0,,0,103500.0,,0.1206,0,1,,,0,0,33.0,,0.1443,1.533,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.5215,,8140.5,0.0,67500.0,12.0,0,0,,,0,2.205,0.0
189724,0,319983,0.0,,1.0,0.0,,,,20.0,1.0,0,,0,,,18405.0,1.0,1925.235,,0.0,,,,,0,,0.9424,2,1,,-1317.0,0.2847,0,0,0,0,0,,0.0,0.0,0,0.0,,161.0,-21798,0.0,,0,,,,0.0,,0.0,,900.0,,0.0,0.9426135054159944,1924.785,,-909.0,0.0,,,0,,,,,26946.99,0.0,,0,,0.0,,,,0.0,1,11.5,0,,0,0,0,0,16.0,,,675000.0,76500.0,1,0,1,,,0,0,0,,0,0,1,0,0,0.02263,0,0,,0,2,,-4034,0.0,0,,0,0.0005,14.0,0,0,,1,,0,0.0,0,76500.0,,0.03226,0,0,,,0,0,20.0,,0.548,0.11334,,0,,0,0,,,1.0,1,,0,,,0.0,,,,0,,0.453,,21775.5,,675000.0,14.0,0,0,,,0,1918.935,
251656,0,391191,,,,,,,,7.035,,0,,0,,,,,,0.25,,1011690.6,,,0.0,0,,,2,0,0.0,,0.1901,0,0,0,0,0,0.1589,0.1948,0.36,0,,0.375,,-11888,,959585.75,0,,1320.0,,,,,1320.0,,1544976.6,,,,-15.0,,,,1011690.6,0,,386244.16,,,,,,0,0.0,,,0.0,0.3333,0.36,1,,0,0.6924,0,0,1,0,,0.2776,0.8257,1102500.0,153000.0,1,0,0,0.1746,0.0034,0,1,0,0.0,0,0,1,0,0,0.03134,0,1,0.3333,0,2,0.83,-3992,0.2157,0,0.5024,0,0.9873,,0,0,0.0034,1,0.3333,0,0.1985,0,153000.0,0.3103,0.02638,0,0,0.375,0.375,0,0,,0.1755,0.1194,0.1388,0.2666,0,0.2212,0,0,0.0,0.0288,,0,,0,,,,,,0.0282,0,,0.5337,0.0299,29083.5,0.0,1102500.0,,0,0,0.0,0.0,0,,959585.75
305651,0,454131,0.0,,1.0,0.0,,,,0.0,2.0,0,,0,,,92164.5,0.0,12402.225,0.4285,0.0,337500.0,,1008.3333,,1,,1.0,3,1,0.0,-724.0,0.125,0,0,1,0,0,0.1348,0.167,0.0664,1,0.0,0.319,187.0,-11381,0.0,11619.0,0,,31170.0,,0.0,,0.0,31170.0,9220.5,557776.4,0.0,1.0555826822916663,11089.701,-81.0,-187.0,0.5,,135000.0,0,,79682.336,,,166345.52,0.0,,0,0.0,0.0,,0.0,0.3333,0.08,1,12.47,0,0.492,0,0,0,0,17.0,0.0822,0.765,450000.0,60000.0,1,0,0,0.0298,0.0293,0,0,0,0.0064,0,0,1,0,0,0.0207,0,0,0.3333,0,3,0.7646,-1469,0.0745,0,,0,0.982,15.0,0,0,0.0177,0,0.2776,0,0.0893,0,180000.0,0.1262,0.05,0,0,0.375,0.375,0,0,18.0,0.0285,0.12036,0.4,0.1049,0,0.0,0,0,0.0,0.0138,2.0,0,,0,,,0.5,,,0.0284,0,,0.244,0.0,22500.0,0.0,450000.0,8.0,0,0,0.0039,0.0,0,9130.005,2827.2856
