,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
142267,264958,0,Cash loans,M,N,Y,0,112500.0,54000.0,5260.5,54000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.035792,-22787,365243,-8125.0,-4654,,1,0,0,1,1,0,,1.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,XNA,,0.7745896160106839,0.6263042766749393,0.2979,0.2435,0.9861,0.8096,0.0675,0.32,0.2759,0.3333,0.375,0.1986,0.2421,0.3152,0.0039,0.0007,0.3036,0.2526,0.9861,0.8171,0.0681,0.3222,0.2759,0.3333,0.375,0.2031,0.2645,0.3284,0.0039,0.0008,0.3008,0.2435,0.9861,0.8121,0.0679,0.32,0.2759,0.3333,0.375,0.202,0.2463,0.3209,0.0039,0.0008,reg oper account,block of flats,0.2481,"Stone, brick",No,0.0,0.0,0.0,0.0,-1758.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
142630,265384,0,Cash loans,F,N,Y,0,44550.0,191880.0,18819.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-22911,365243,-15060.0,-4518,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,,0.5152661764381113,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1252.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
142791,265566,0,Cash loans,F,N,Y,0,76500.0,545040.0,19705.5,450000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22070,365243,-1649.0,-4377,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,,0.2652563401861944,0.5316861425197883,0.067,0.0,0.9911,,,0.0,0.1724,0.1667,,0.0,,0.0798,,0.0,0.063,0.0,0.9846,,,0.0,0.1379,0.1667,,0.0,,0.0568,,0.0,0.0677,0.0,0.9911,,,0.0,0.1724,0.1667,,0.0,,0.0812,,0.0,,block of flats,0.0429,"Stone, brick",No,2.0,1.0,2.0,1.0,-2331.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142803,265579,0,Cash loans,M,Y,Y,0,157500.0,1125000.0,47794.5,1125000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-14940,-237,-442.0,-4667,1.0,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Other,0.6131173458962876,0.6500338787027713,0.6363761710860439,0.0495,0.0569,0.9767,0.6804,0.0043,0.0,0.1034,0.125,0.1667,0.1503,0.0403,0.0407,0.0,0.0,0.0504,0.059,0.9767,0.6929,0.0043,0.0,0.1034,0.125,0.1667,0.1537,0.0441,0.0424,0.0,0.0,0.05,0.0569,0.9767,0.6847,0.0043,0.0,0.1034,0.125,0.1667,0.1529,0.041,0.0415,0.0,0.0,reg oper account,block of flats,0.0349,Block,No,0.0,0.0,0.0,0.0,-898.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142858,265641,1,Cash loans,M,Y,Y,1,157500.0,1035832.5,33543.0,904500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-10500,-1443,-2073.0,-2774,14.0,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,11,0,0,0,0,0,0,Government,,0.385171996109596,0.6956219298394389,0.0165,,0.9781,,,0.0,0.069,0.0417,0.0417,0.005,0.0134,0.0125,0.0,0.0,0.0168,,0.9782,,,0.0,0.069,0.0417,0.0417,0.0051,0.0147,0.0131,0.0,0.0,0.0167,,0.9781,,,0.0,0.069,0.0417,0.0417,0.0051,0.0137,0.0128,0.0,0.0,reg oper account,block of flats,0.0159,"Stone, brick",No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
143232,266084,1,Cash loans,F,N,Y,2,202500.0,634482.0,24714.0,454500.0,"Spouse, partner",Working,Secondary / secondary special,Married,Rented apartment,0.02461,-13282,-2467,-2635.0,-2503,,1,1,0,1,0,0,,4.0,2,2,TUESDAY,12,0,0,0,1,1,0,Business Entity Type 2,,0.6170507604395854,0.2896112383820055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1542.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
143314,266187,0,Cash loans,M,Y,N,1,180000.0,103500.0,9675.0,103500.0,Unaccompanied,Commercial associate,Higher education,Separated,With parents,0.006207,-9227,-1447,-7761.0,-34,6.0,1,1,1,1,1,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 2,,0.5958705810025503,0.5064842396679806,0.1608,0.0915,0.9806,0.7348,,0.0,0.0345,0.1667,0.2083,0.0456,0.1311,0.0523,0.0,0.0072,0.1639,0.0949,0.9806,0.7452,,0.0,0.0345,0.1667,0.2083,0.0466,0.1433,0.0545,0.0,0.0076,0.1624,0.0915,0.9806,0.7383,,0.0,0.0345,0.1667,0.2083,0.0464,0.1334,0.0532,0.0,0.0073,reg oper account,block of flats,0.0445,"Stone, brick",No,5.0,1.0,5.0,1.0,-1322.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
143362,266237,0,Revolving loans,M,Y,Y,0,261000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.0145199999999999,-9430,-288,-580.0,-788,5.0,1,1,0,1,0,0,High skill tech staff,1.0,2,2,MONDAY,12,0,1,1,0,1,1,Transport: type 4,0.3396940075315167,0.644502125013988,0.3490552510751822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
143770,266703,0,Cash loans,M,Y,N,0,270000.0,1978596.0,54540.0,1768500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,Municipal apartment,0.072508,-14018,-207,-386.0,-4402,2.0,1,1,0,1,1,0,Managers,2.0,1,1,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.7262097631424432,0.3962195720630885,0.5928,,0.9811,,,0.96,0.4138,0.4583,,,,,,,0.604,,0.9811,,,0.9667,0.4138,0.4583,,,,,,,0.5985,,0.9811,,,0.96,0.4138,0.4583,,,,,,,,block of flats,0.4769,Panel,No,0.0,0.0,0.0,0.0,-1235.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
143889,266844,0,Cash loans,M,N,N,0,225000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.032561,-8444,-340,-7429.0,-1099,,1,1,0,1,1,1,Managers,1.0,1,1,FRIDAY,13,0,0,0,0,0,0,Self-employed,0.1828820069047138,0.1585848831055246,,0.1026,0.083,0.9732,0.6328,0.0146,0.0,0.1552,0.2083,0.25,0.0272,0.0836,0.0895,0.0,0.0,0.063,0.0636,0.9732,0.6472,0.0088,0.0,0.1379,0.1667,0.2083,0.0,0.0551,0.0569,0.0,0.0,0.1036,0.083,0.9732,0.6377,0.0147,0.0,0.1552,0.2083,0.25,0.0277,0.0851,0.0911,0.0,0.0,reg oper spec account,block of flats,0.043,Panel,No,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
144059,267034,1,Cash loans,F,N,Y,0,112500.0,781920.0,25969.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-21476,365243,-8456.0,-4393,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.5760582954953192,,0.0701,0.0377,0.9791,,,0.0,0.1379,0.1667,,0.0825,,0.0644,,0.034,0.0714,0.0391,0.9791,,,0.0,0.1379,0.1667,,0.0843,,0.0671,,0.036,0.0708,0.0377,0.9791,,,0.0,0.1379,0.1667,,0.0839,,0.0656,,0.0347,,block of flats,0.0581,"Stone, brick",No,0.0,0.0,0.0,0.0,-434.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
144248,267251,0,Cash loans,F,Y,N,0,495000.0,495000.0,13743.0,495000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007305,-14985,-204,-2567.0,-4930,6.0,1,1,0,1,1,1,Managers,2.0,3,3,FRIDAY,9,0,0,0,0,0,0,Insurance,0.4387579257791084,0.5003790992576441,0.6127042441012546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
144283,267295,0,Cash loans,M,N,Y,1,436500.0,577147.5,29596.5,459000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-11980,-2880,-2995.0,-948,,1,1,0,1,1,0,Drivers,3.0,1,1,MONDAY,12,0,0,0,0,0,0,Government,0.2647025608770787,0.5963812699347103,0.3876253444214701,0.1134,0.1549,0.9722,0.6192,0.0,0.16,0.1379,0.2917,0.3333,0.0041,0.0925,0.0955,0.0,0.0779,0.1155,0.1608,0.9722,0.6341,0.0,0.1611,0.1379,0.2917,0.3333,0.0042,0.101,0.0995,0.0,0.0824,0.1145,0.1549,0.9722,0.6243,0.0,0.16,0.1379,0.2917,0.3333,0.0042,0.0941,0.0972,0.0,0.0795,reg oper account,terraced house,0.1217,Block,No,1.0,0.0,1.0,0.0,-502.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
144545,267606,1,Cash loans,M,N,N,0,157500.0,1223010.0,51948.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-18125,365243,-8772.0,-1654,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,0.671369414152605,0.4948413171491936,0.4740512892789932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1022.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
144696,267786,0,Cash loans,F,N,N,3,63000.0,111384.0,9058.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002042,-11466,-1658,-4227.0,-595,,1,1,1,1,0,0,Sales staff,5.0,3,3,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.7226826591453249,0.116299615498231,0.1654074596555436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-851.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
144856,267969,0,Cash loans,M,N,Y,0,67500.0,224136.0,12996.0,198000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-24013,365243,-12946.0,-4498,,1,0,0,1,0,0,,2.0,3,3,MONDAY,13,0,0,0,0,0,0,XNA,,0.0674820541449092,0.4776491548517548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,12.0,0.0,12.0,0.0,-2326.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
144989,268122,0,Cash loans,M,Y,Y,0,202500.0,535306.5,29038.5,400500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-15763,-5107,-1395.0,-5046,8.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,14,0,1,1,0,1,1,Other,,0.6024405899296154,0.4471785780453068,0.5959,,0.9975,0.966,,0.48,0.2069,0.625,,0.0,0.4715,0.6953,0.0656,0.1345,0.6071,,0.9975,0.9673,,0.4834,0.2069,0.625,,0.0,0.5152,0.7244,0.0661,0.1424,0.6016,,0.9975,0.9665,,0.48,0.2069,0.625,,0.0,0.4797,0.7078,0.066,0.1373,,block of flats,0.5761,Monolithic,No,0.0,0.0,0.0,0.0,-1953.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
145202,268372,0,Cash loans,F,N,N,0,45000.0,314100.0,16573.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12530,-3164,-6676.0,-3145,,1,1,0,1,0,0,,2.0,2,2,SUNDAY,14,0,0,0,0,1,1,School,,0.5052061799809496,0.6894791426446275,0.0825,0.0727,0.9767,,,0.0,0.1379,0.1667,,0.0153,,0.0776,,0.0,0.084,0.0754,0.9767,,,0.0,0.1379,0.1667,,0.0156,,0.0808,,0.0,0.0833,0.0727,0.9767,,,0.0,0.1379,0.1667,,0.0155,,0.0789,,0.0,,block of flats,0.061,Panel,No,13.0,0.0,12.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
145405,268606,0,Cash loans,M,N,Y,0,247500.0,388512.0,31279.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00823,-11140,-860,-11137.0,-3471,,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.2752644906930389,0.5738832969364318,0.6925590674998008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
145563,268782,0,Cash loans,M,N,Y,0,90000.0,723996.0,34960.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-23389,-1026,-9964.0,-4542,,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Postal,,0.3295819144421519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-1034.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
145978,269261,0,Cash loans,M,N,Y,1,270000.0,490495.5,29335.5,454500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.072508,-11951,-3600,-2962.0,-4096,,1,1,0,1,1,0,Laborers,2.0,1,1,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 2,,0.4842132711450784,0.6894791426446275,0.5928,,0.9811,,,0.96,0.4138,0.4583,,,,,,,0.604,,0.9811,,,0.9667,0.4138,0.4583,,,,,,,0.5985,,0.9811,,,0.96,0.4138,0.4583,,,,,,,,block of flats,0.4769,Panel,No,0.0,0.0,0.0,0.0,-779.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
146089,269386,0,Cash loans,M,Y,Y,1,225000.0,553500.0,56844.0,553500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508,-14527,-120,-8410.0,-4410,13.0,1,1,0,1,1,0,Laborers,3.0,1,1,SATURDAY,14,0,0,0,0,0,0,Transport: type 4,,0.7372873539775368,0.475849908720221,0.0866,0.0409,0.9886,0.8436,0.0159,0.16,0.069,0.5417,0.0417,0.0,0.0656,0.0877,0.0232,0.0219,0.0882,0.0425,0.9886,0.8497,0.0161,0.1611,0.069,0.5417,0.0417,0.0,0.0716,0.0914,0.0233,0.0232,0.0874,0.0409,0.9886,0.8457,0.016,0.16,0.069,0.5417,0.0417,0.0,0.0667,0.0893,0.0233,0.0224,reg oper account,block of flats,0.0738,Panel,No,0.0,0.0,0.0,0.0,-2305.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
146422,269774,0,Cash loans,F,N,Y,1,135000.0,534204.0,32809.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-12616,-4884,-6427.0,-1584,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,THURSDAY,13,0,0,0,1,1,0,Kindergarten,0.5651835481592007,0.5108956813077621,0.5190973382084597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1548.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
146956,270381,0,Cash loans,F,N,Y,0,99000.0,135000.0,9396.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-16319,-1202,-1300.0,-5208,,1,1,1,1,1,0,Core staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Postal,,0.3517425954602652,0.6577838002083306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-554.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
146973,270401,0,Cash loans,F,N,Y,0,180000.0,521280.0,27423.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-18336,-4264,-1158.0,-1882,,1,1,0,1,0,1,,2.0,2,2,MONDAY,19,0,0,0,0,0,0,Self-employed,0.5284397368124923,0.7170426218220837,0.5549467685334323,0.2959,0.1657,0.9806,,,0.32,0.2759,0.3333,,0.1601,,0.2937,,0.011,0.3015,0.1719,0.9806,,,0.3222,0.2759,0.3333,,0.1638,,0.306,,0.0116,0.2987,0.1657,0.9806,,,0.32,0.2759,0.3333,,0.1629,,0.2989,,0.0112,,block of flats,0.2541,"Stone, brick",No,0.0,0.0,0.0,0.0,-1110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
147226,270699,0,Cash loans,F,N,Y,0,225000.0,689742.0,29223.0,616500.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.0096569999999999,-18737,-1890,-5826.0,-2142,,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.6585658561096591,0.2431864804420123,,,0.9826,,,,0.1379,,,,,0.0308,,,,,0.9826,,,,0.1379,,,,,0.0321,,,,,0.9826,,,,0.1379,,,,,0.0313,,,,,0.0242,Panel,No,0.0,0.0,0.0,0.0,-1525.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
147380,270880,0,Cash loans,F,N,N,1,90000.0,289597.5,14913.0,234000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-14730,-3852,-4776.0,-4229,,1,1,0,1,0,0,Cooking staff,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,Self-employed,0.6922663030938822,0.6277450824531973,0.5136937663039473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
147727,271286,0,Revolving loans,F,Y,Y,0,76500.0,270000.0,13500.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00702,-14775,-4325,-2439.0,-1956,1.0,1,1,1,1,1,0,,2.0,2,2,FRIDAY,10,0,0,0,0,1,1,Military,,0.5734821839635258,0.646329897706246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
147902,271490,0,Cash loans,F,N,Y,0,225000.0,1502941.5,52371.0,1372500.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0066709999999999,-17618,-475,-550.0,-1033,,1,1,0,1,0,0,Accountants,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,Self-employed,0.5747898417274591,0.6425858955396053,,0.2577,,0.999,,,,,0.3333,,0.0882,,0.2105,,0.0031,0.2626,,0.999,,,,,0.3333,,0.0902,,0.2193,,0.0033,0.2602,,0.999,,,,,0.3333,,0.0897,,0.2143,,0.0032,,block of flats,0.2196,"Stone, brick",No,0.0,0.0,0.0,0.0,-548.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
148178,271814,0,Cash loans,F,Y,Y,0,85500.0,284400.0,16011.0,225000.0,Family,Commercial associate,Higher education,Civil marriage,House / apartment,0.00963,-20328,-2906,-10309.0,-3226,11.0,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7492038579905549,0.4992720153045617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,5.0,0.0,-2605.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
148601,272294,0,Cash loans,M,Y,Y,0,180000.0,855000.0,22554.0,855000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.025164,-11963,-130,-5903.0,-4472,14.0,1,1,1,1,1,0,,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5498287275379681,0.6210370937515888,0.7091891096653581,0.1237,0.0639,0.9891,0.8504,0.0474,0.16,0.1379,0.375,0.4167,0.0292,0.1009,0.1415,0.0,0.0,0.1261,0.0663,0.9891,0.8563,0.0479,0.1611,0.1379,0.375,0.4167,0.0299,0.1102,0.1475,0.0,0.0,0.1249,0.0639,0.9891,0.8524,0.0477,0.16,0.1379,0.375,0.4167,0.0297,0.1026,0.1441,0.0,0.0,reg oper account,block of flats,0.1372,Panel,No,7.0,0.0,7.0,0.0,-1503.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
148764,272481,0,Cash loans,F,N,Y,0,81000.0,675000.0,19737.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0066709999999999,-20248,365243,-1267.0,-3652,,1,0,0,1,1,0,,1.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,0.6471397470606013,0.3390420635525435,0.4258928980051529,0.0876,,,,,0.0,,0.1667,,,,0.0862,,,0.0893,,,,,0.0,,0.1667,,,,0.0898,,,0.0885,,,,,0.0,,0.1667,,,,0.0877,,,,block of flats,0.0878,"Stone, brick",No,1.0,0.0,1.0,0.0,-587.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
